index,comment_id,text
15401,17916980932079186,"@maria_mastere  Может намордник и не всем надо (у нас это для самозащиты), но поводок точно всем. Собачники даже не представляют себе сколько есть взрослых людей и детей, которые боятся собак. Зачем провоцировать страхи. Я иногда прямо вижу у людей панику в глазах, когда в их направлении собака идёт или ещё хуже, бежит. Боб хоть и любит людей, но люди ведь об этом не знают. ;-) Мы тут шли по тротуару узкому, Боб с моей внешней стороны, а с внутренней мальчик с мамой. Так этот мальчик хоть и не маленький был, лет 10-12, но он так вцепился в маму в страхе, когда мы мимо проходили. Хоть и я была между ним и собакой, и собака маленькая на коротком поводке, но ужасно боялся нас 😬 Жаль, что многие не задумываются об окружающих ((("
14172,17905295422104124,"только сейчас увидела, сколько же сторис вы наснимали!!!!! два момента ... в одном увидела, что ты, зирочка, все же была не выспавшаяся!  но потом ты так и подпевала , и подтанцовывала, что поняла я ... все ок!!!! а потом увидела котика у ног на улице... так он тебя отметил, что я запереживала....... ну и что, ты разве спала по приезде домой?  Мария Владимировна! берегите себя!!!!!! Вы нужны нам живая, красивая, энергичная и к тому же еще долгие-долгие годы!!!!! люблю!!!! целуююю!!!! молюсь!!!!!"
41504,18006842563121988,"@mr_pofigister  Вы что забыли в какой стране живёте?! Не спросишь, не потребуешь - не дадут! Конечно это заслуга губернатора - Молодец!!!! Вы что забыли слова Медведева ""денег нет, но вы держитесь"". Или Вы думаете, что денег только нет на пенсии и зарплаты!? ""Нет ни на что"", за исключением Москвы! Россия же Сирии помогает. И очень хорошо, что Воскресенский требует и что-то делает для города и области. Посмотрите на другие регионы, где губернаторы ""квашня квашней"" - они в дыре и в ж...е!"
49159,18114707596006060,"@andranik_bakinsky а они об этом удобно забывают 😂😂😂😂😂😂 это вобще черта таких вот совкодрочеров, помнить только хорошее (никогда это хорошее не сравнивая с тем что было за стеной) и не вспоминать плохое. Так же как не понимать, что что-то хорошее, так эпично не разваливается🤷‍♂️"
9714,17875822267149652,"Понятие красоты-очень относительная вещь))Но если девушка,женщина или девочка выделяются среди других такими внешними данными,как красота глаз,улыбка,правильные черты лица,харизма(если все это в совокупе),то я непременно скажу об этом в лицо:)Всегда восхищалась другой красотой))Но как правило-мало кто об этом может сказать человеку с чистой душой)Кстати на фото я вижу двух обворожительных леди)❤"
6444,17885598223056164,"В четырнадцать лет посмотрела фильм ""Женя, Женечка и Катюша"". Вышла потрясенная, шла домой еле сдерживая рыдания. Выросли дети. Прихожу домой, мой младший сын. ему было двадцать лет, ходит потерянный по квартире, вижу очень переживает. Оказывается посмотрел по телевизору этот фильм и не может успокоиться. Волшебная сила искусства!"
24247,17938411327132858,"Не могу без мата, извиняйте! Мой знакомый так стал экстремистом, за репост вк какой то безобидной херни, еще и занесен в список прости господи террористов! Дали год условно, хотя он рассчитывал штрафом отделаться. Сбер заблочил карту, не дают снять оставшиеся деньги. Молодой парень, спортсмен - вечно в качалке, работал на заводе. Оттуда, кстати, сразу уволили. Что блять происходит в стране???"
4089,17864367118108628,"@zabava44 я вообще тоже за одежду под настроение, а не под моду ...но все равно скажем так общих тенденций приходиться придерживаться как минимум из за того,что в магазинах продаётся максимально актуальная сейчас одежда,пользующаяся спросом.И вот приходишь ты в магазин условно в поисках юбки карандаш-а на тебя со всех полок драные штаны,широкие бесформенные кофты и прочее прочее )))"
31005,17959976569178870,"@baty1458 в совктское время были проявочные химикаты и ненативы. Это не предобработка!? Я помню как мой папа сидел, в ванной с красной лампочкой с тазиками, в которых была жидкость проявляющая на фотобумаге изображения. Чуть не додержишь/передержишь — фото в мусорное ведро... Тут же и кадрировались кадры. Это по Вашему не обработка? В наш век всё это упрощено в виде фоторедакторов."
44960,17877420013461548,"Сегодня вечером после всех аварий в Реутово ехала по нашей Железке, езжу аккуратно, так как вожу детей и сегодня под впечатлением от этой аварии... водителей жалко, обоих, кто изначально зацепил вылетевшего со встречки к нему под колёса пешехода и того кому уже тело прилетело под колёса... и даже если они не виноваты, по нашим законам грозит статья за непредумышленное.. а у них семьи и дети может быть.. вот тут пишут про скорость, смешно, если вы ездите там по утрам, то знаете, что предельно допустимую там превысить сложно в это время... Так вот про наш Желдор.. сегодня на Главной пока я ехала вечером от 1 до 6 улицы мне под колёса выпрыгнула 1 мамаша толкающая ПЕРЕД собой коляску и подросток в наушниках.. я ехала около 40 км/ч, то есть ниже положенной скорости на 20 км, но дважды пришлось  выруливать на встречку чтобы не снести их.. и пешеходного там рядом и не было. Так и хотелось заорать : СУКИ если на свои жизни насрать, других пожалейте! Извините уж за откровенность и грубость!  Отдельный момент был когда напротив Ольгино Парка как тараканы родители с детьми не оглядываясь на машины снуют напротив в Пятерку и Магнит. 🙈 у вас переход в 30 метрах, переломитесь дойти?!! В самый пик когда поток едет с работы Вы о чем думаете ? Детей не жалко ?!"
15147,18026852614194216,"Добрый день. Как рад вчера сталкнулось с ситуацией:я сидела в декрете 6 лет, выход на работу предстоит 26 августа, но у нас новая беременность и на момент выхода будет срок допустим 20 недель. Мне сказали смысла твоего выхода нет, нужно писать заявление на увольнение🙄я предложила отпуск за свой счёт до момента когда нужно будет выйти в новый декрет, они меня отправили сказали, надо обсудить с гл. Бухгалтером. Ps что скажете. Спасибо 💐@moscowlegal"
15249,17909644576123672,"Тема Эвереста моя любимая и обе книги прочитала 😍  я вот думала над тем ""кто прав, кто виноват"", ""кто сделал что-то, а кто нет""... Наверно трудно судить,когда оба пишут со своей колокольни: у каждого свое мнение, свое видение ситуации и как жаль,что истины в этот вопросе нет😔 но книга от этого хуже не становится!👍"
42676,17869286968330126,"@elena_baida к сожалению из уст непосредственных свидетей знаю такие печальные случаи 😣 прямо в перинатальном центре...причем подруга, зная, что я еду туда рожать (город намеренно не называю), скрывала от меня эту информацию...узнала я позднее...и причина, банально - усталось и переутомление...это ужасно, конечно...я сама не  спала с ребенком в одной постели месяцев до трех или четырех, пока не почувствовала в себе достаточно сил, а сын заметно подрос, да и научился переворачиваться, и было как-то спокойно..."
8653,17870902015158780,"А вот с щеткой всё мне не найти идеальную. Где-то до 2-х лет использовали Pigeon. Очень они мне нравились, но потом стало не удобно ими чистить, всё-таки маловаты они. Потом пробовали всю линейку Рокс, они мне совсем не понравились, через неделю щетина расползается в разные стороны. Сейчас используем Chicco, вроде нравится, но всё-равно как-то душа лежит что ли... Всё хочу попробовать CURAPROX Curakid. @simplexclinic они действительно так хороши, как про них говорят?"
49568,18063060043199668,"Мне мой в феврале еще сказал (как щас помню): я вот такой вот, бл*дь, и уже не изменюсь! И я ответила: до свидания, милое создание. В мае вроде одумался и вернулся, дала последний шанс. Хватило его меньше, чем на неделю.  Я сказала собирай свои вещи и проваливай. С тех пор даже не пытался вернуться. До этого он уже раза 3 от меня уходил за 5 лет. Теперь я понимаю, что люди не меняются, а раньше ходила в каких-то розовых очках, давала 100500 шансов и всё на что-то надеялась. Маша, у Вас есть ребёнок и это самое главное. Все трудности временны и когда-нибудь они пройдут, надо в это верить, не унывать и держать хвост пистолетом👍🏻"
52684,18088745248124190,"@rulitkor «Зaбoтьтecь o cвoeм тeлe. Этo eдинcтвeннoe мecтo, гдe вaм пpидeтcя жить пocтoяннo», — Джим Poн  Очень часто человек не верно понимает сигналы своего организма (по самым разным причинам). Очень часто потребность в жидкости, трактуется как «пора подкрепиться». Попробуйте прислушаться к себе, прежде чем брать в руку ложку/вилку. 😉"
1123,17847339883046898,"@juliaustinina день добрый, если б я знала. По ее словам армянские высокогорные. Я их рассматривала и нюхала, но не поняла что там такое.Про крем я спросила не гормональный ли он, она тож сказала, что основа вазелин и травки. Мы долго сомневались рисковать или нет. Что там намешано жеш не понятно. Но после того, как на глазах ребенок стал с чистой кожей..."
58702,17859224371640872,"Спасибо за ваше творчество Артем) Полностью согласен. Фильм достаточно неплох для проходняка, зрелищный но перенасыщенный. Много сюжетных дыр и ""вотэтоповоротов"", Рей переимбовали(хотя одну ее силу показали в 7 серии Мандалорца), так что видно, что понапихали всего. Не сказать, что я недоволен ,но озадачен точно. Это теперь не наши ""старые-добрые"", а типичный блокбастер с графиком. Как то так👐"
28138,17952158632130488,"Аня, поддерживаю Вас, воспитание не определяет характер. Сейчас ей 2,5 г. Началось все с плохого сна в 1 мес,а потом понеслось.Перемены настроения,хочу -не хочу, обиды и т.п. Даже к остеопату возили её в 3 мес. А он нам сразу и сказал,что у ребёнка все ок,это характер у неё такой.Я тогда скептически отнеслась к его словам,но как он был прав...😊"
990,17853471067046668,"@ann9_00, это прекрасно, но на себя, это лично у меня, времени почти нет. Да и побыть в двоем с мужем тоже. А у нас такие мальчишки, что все кафе города нас знают уже😂😂 нас хватает на 5 минут тишины во время поедания. Но есть семьи,  у которых по другому))) не знаю как они это делают☺️☺️☺️☺️"
35663,17990439454109088,"@juli_vintilova как на фото мне очень нравится. Сейчас то они длиннее. Я написала внизу что фото весеннее , мааааленьким не заметным шрифтом 😊😚 Шучу, просто никто не замечает . А я написала что красилась в феврале , стриглась тогда же))) Мне вот твоё капе нравится 😊"
25766,17972180113010666,"@marina.gordeewa а фрукты, сухофрукты можно? Вот финики очень сладкие. С ними можно сделать десерт. Вместо сахара сироп топинамбура ещё можно. Сейчас столько десертов на заказ делают без сахара и белой муки! Огромный выбор. И рецепты в интернете есть."
42866,18028053628069270,"Фишки: 1)Вход с фотозоной  В стиле вог (куб а внутри лампы по вертикале ,создаётся проекциях ,как тунель) , 2)Можно закупить стразы для лица и делать гостям Маски из камней ,блестки для тела! Съедобные блестки использовать на угощения  3)Ну диджей ,лучше девочка с элементами лазерного шоу  4)Сделать на заказ интересные бокалы для шампанского (фэшн)и также оформить бутылки(можно в кислотном стиле ,что бы они светились)  5)спецэффекты:лазерные шоу, проекторы звездного неба,эстрадный цветной дым 7)все любят парфюм (сделать выставку с парфюмом в красивых бутылочках(возможно дарить  их гостям,пробники ) 8)можно зеркала расставить и там гости на них могут рисовать неоновыми красками (как порталы) Оформление зала в стили космоса ,что в стиле охватила весь мир ) Картины которые с подсветкой"
13587,17915473939059328,"Мы пошли в год и 9.правда это была вынужденная мера, тк нужно было выходить на работу. Ребеное хорошо ходит, не скандалит. В группе 18-22 чел, воспитатели нормальные.наши спят в отдельной комнате, но у нас ясли.в саду вроде везде выкатные кровати. А по поводу самого сна, то мой остался через 2 недели на сон, засыпает первый и просыпается последний)); хотя до садика без меня не засыпал. Поэтому тут важен настрой самой мамы в первую очередь, дети же это чувствуют"
20190,17887141789218300,"В залах пахнуть не должно, там для этого вытяжки. И готовая продукция не хранится уже давно. Когда было оборудование для хранения продукции - таймер ставили на 15, а не на 20 мин. И что значит ""не меняют вкус продукта""? Булка с соусом, салатом и котлетой, ничего там сверхъестественного нет. Зачем столько негатива?"
59252,18017811550248420,"@asmik.vayereytor что значит психологически? Вы странная женщина, сходитесь с мужчиной , имея ребенка на руках. Затем рожаете второго, а он на вас и после этого не женился. Вы что не понамали, что он вас не любит и не уважает, а теперь вы хотите что от него? Заключите с ним соглашение, по которому он будет посредством имущества и целевых выплат содержать ребенка, без направления вам денег, т к он вам не доверяет и не уважает."
